120.8833  22.3330
120.8833  22.3263
120.8833  22.3197
120.8833  22.3130
120.8833  22.3063
120.8833  22.2997
120.8833  22.2930
120.8833  22.2863
120.8833  22.2797
120.8833  22.2730
120.8833  22.2663
120.8875  22.2597
120.8875  22.2530
120.8875  22.2463
120.8875  22.2397
120.8875  22.2330
120.8875  22.2263
120.8833  22.2197
120.8833  22.2130
120.8833  22.1997
120.8833  22.1863
120.8833  22.1797
120.8833  22.1730
120.8833  22.1663
120.8833  22.1597
120.8833  22.1530
120.8833  22.1463
120.8833  22.1397
120.8792  22.1330
120.8792  22.1197
120.8833  22.1130
120.8875  22.1063
120.8917  22.1063
120.8917  22.0997
120.8875  22.0930
120.8833  22.0863
120.8833  22.0730
120.8833  22.0663
120.8833  22.0597
120.8833  22.0530
120.8833  22.0463
120.8833  22.0330
120.8792  22.0263
120.8750  22.0197
120.8708  22.0130
120.8667  22.0130
120.8667  22.0065
120.8667  21.9997
120.8583  21.9997
120.8542  21.9930
120.8500  21.9930
120.8458  21.9930
120.8417  21.9930
120.8375  21.9930
120.8333  21.9865
120.8292  21.9798
120.8292  21.9732
120.8292  21.9663
120.8292  21.9598
120.8292  21.9530
120.8292  21.9465
120.8333  21.9397
120.8375  21.9332
120.8417  21.9265
120.8458  21.9198
120.8500  21.9132
120.8500  21.9065
120.8500  21.8998
120.8458  21.8932
120.8417  21.8932
120.8375  21.8998
120.8333  21.8998
120.8292  21.8998
120.8292  21.9065
120.8292  21.9132
120.8250  21.9132
120.8208  21.9198
120.8167  21.9198
120.8167  21.9265
120.8125  21.9265
120.8083  21.9332
120.8042  21.9332
120.8000  21.9332
120.7958  21.9332
120.7917  21.9397
120.7875  21.9397
120.7833  21.9397
120.7792  21.9465
120.7750  21.9465
120.7708  21.9465
120.7667  21.9465
120.7625  21.9530
120.7583  21.9530
120.7542  21.9530
120.7500  21.9598
120.7458  21.9598
120.7375  21.9598
120.7333  21.9530
120.7292  21.9530
120.7250  21.9465
120.7250  21.9332
120.7208  21.9265
120.7167  21.9198
120.7125  21.9198
120.7083  21.9198
120.7042  21.9198
120.7000  21.9265
120.6958  21.9332
120.6917  21.9397
120.6875  21.9397
120.6875  21.9465
120.6875  21.9530
120.6917  21.9598
120.6917  21.9663
120.6917  21.9732
120.6917  21.9865
120.6875  21.9930
120.6833  21.9997
120.6792  21.9997
120.6783  21.9997
120.6750  22.0065
120.6708  22.0130
120.6708  22.0197
120.6708  22.0330
120.6750  22.0330
120.6792  22.0397
120.6792  22.0463
120.6833  22.0530
120.6875  22.0530
120.6917  22.0597
120.6917  22.0663
120.6917  22.0863
120.6958  22.0863
120.7000  22.0863
120.7000  22.0930
120.7000  22.0997
120.7000  22.1063
120.6958  22.1130
120.6917  22.1197
120.6875  22.1263
120.6875  22.1330
120.6833  22.1397
120.6833  22.1463
120.6833  22.1530
120.6833  22.1597
120.6792  22.1663
120.6792  22.1730
120.6750  22.1797
120.6708  22.1863
120.6708  22.1930
120.6708  22.1997
120.6708  22.2063
120.6667  22.2130
120.6667  22.2197
120.6625  22.2263
120.6625  22.2330
120.6583  22.2397
120.6542  22.2463
120.6500  22.2530
120.6458  22.2530
120.6417  22.2597
120.6417  22.2663
120.6417  22.2730
120.6417  22.2797
120.6375  22.2863
120.6375  22.2930
120.6333  22.2997
120.6333  22.3063
120.6292  22.3130
120.6250  22.3130
120.6250  22.3197
120.6208  22.3197
120.6167  22.3263
120.6125  22.3263
120.6083  22.3330
120.6042  22.3397
120.6042  22.3463
120.6000  22.3530
120.5958  22.3597
